Company Name,Location,Phone,URL
Houzmatic Private Limited,Gurugram,08045729263,https://www.indiamart.com/houzmatic/?pos=11&kwd=alexa&tags=rk:TS|plc:1|dt:0|db:01|prc:1|dtp:p||sv:T|rsf:gd|ri:T_TS_0_P-|-res:RC2|ktp:SA1|mtp:S|wc:1|lcf:3|cq:gurugram|qr_nm:gl-gd|cs:15206|com-cf:nl|ptrs:na|mc:29436|cat:80|qry_typ:P|lang:en|rtn:3-0-0-0-2-5-0|tyr:2|qrd:250811|mrd:250813|prdt:250813|msf:hs|pfen:1|gli:G0I1|v=4|crs=glb
Dyfo Automation Private Limited,Noida,08046052891,https://www.indiamart.com/dyfo-automation/?pos=12&kwd=alexa&tags=rk:TS|plc:1|dt:36|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|ri:T_TS_50_P-|-res:RC2|ktp:SA1|mtp:S|wc:1|lcf:3|cq:gurugram|qr_nm:gl-gd|cs:15206|com-cf:nl|ptrs:na|mc:29436|cat:80|qry_typ:P|lang:en|rtn:3-0-0-0-2-5-0|tyr:2|qrd:250811|mrd:250813|prdt:250813|msf:hs|pfen:1|gli:G0I1|v=4|crs=glb
Solutel Technologies Private Limited,New Delhi,08048975890,https://www.mobileboosterexperts.com/?pos=13&kwd=alexa&tags=rk:TS||dt:28|db:01|prc:1|dtp:p||sv:T|rsf:gd|ri:T_TS_50_NP-|-res:RC2|ktp:SA1|mtp:S|wc:1|lcf:3|cq:gurugram|qr_nm:gl-gd|cs:15206|com-cf:nl|ptrs:na|mc:29436|cat:80|qry_typ:P|lang:en|rtn:3-0-0-0-2-5-0|tyr:2|qrd:250811|mrd:250813|prdt:250813|msf:hs|pfen:1|gli:G0I1|v=4|crs=glb
Shop Dream,New Delhi,"08047685014,8075",https://www.indiamart.com/auto-dream/?pos=14&kwd=alexa&tags=rk:TS||dt:28|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|ri:VGP_TS_50_NP-|-res:RC2|ktp:SA1|mtp:S|wc:1|lcf:3|cq:gurugram|qr_nm:gl-gd|cs:15206|com-cf:nl|ptrs:na|mc:29436|cat:80|qry_typ:P|lang:en|rtn:3-0-0-0-2-5-0|tyr:2|qrd:250811|mrd:250813|prdt:250813|msf:hs|pfen:1|gli:G0I1|v=4|crs=glb
Sensinova India,Vadodara,08046045827,https://www.motionsensors.in/?pos=15&kwd=alexa&tags=rk:A|plc:1|dt:785|db:16||dtp:p||sv:T|rsf:gl|ri:T_A_G250_P-|-res:RC2|ktp:SA1|mtp:S|wc:1|lcf:3|cq:gurugram|qr_nm:gl-gd|cs:15206|com-cf:nl|ptrs:na|mc:29436|cat:80|qry_typ:P|lang:en|rtn:3-0-0-0-2-5-0|tyr:2|qrd:250811|mrd:250813|prdt:250813|msf:hs|pfen:1|gli:G0I1|v=4|crs=glb
Nefcon Systems Private Limited,Mumbai,08046061911,https://www.indiamart.com/nefcon-systems/?pos=16&kwd=alexa&tags=rk:A|plc:1|dt:1125|db:23|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|ri:T_A_G250_P-|-res:RC2|ktp:SA1|mtp:S|wc:1|lcf:3|cq:gurugram|qr_nm:gl-gd|cs:15206|com-cf:nl|ptrs:na|mc:29436|cat:80|qry_typ:P|lang:en|rtn:3-0-0-0-2-5-0|tyr:2|qrd:250811|mrd:250813|prdt:250813|msf:hs|pfen:1|gli:G0I1|v=4|crs=glb
Almac Technology,Surat,07942566128,https://www.indiamart.com/almac-technology/?pos=17&kwd=alexa&tags=rk:A|plc:1|dt:914|db:19|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|ri:T_A_G250_P-|-res:RC2|ktp:SA1|mtp:S|wc:1|lcf:3|cq:gurugram|qr_nm:gl-gd|cs:15206|com-cf:nl|ptrs:na|mc:29436|cat:80|qry_typ:P|lang:en|rtn:3-0-0-0-2-5-0|tyr:2|qrd:250811|mrd:250813|prdt:250813|msf:hs|pfen:1|gli:G0I1|v=4|crs=glb
Futuristic Audio Visual Technologies,New Delhi,"08047763021,3209",https://www.indiamart.com/futuristic-audio-visual-technologies/?pos=18&kwd=alexa&tags=rk:C||dt:28|db:01||dtp:p||sv:VGP|rsf:gd|ri:VGP_C_50_NP-|-res:RC2|ktp:SA1|mtp:S|wc:1|lcf:3|cq:gurugram|qr_nm:gl-gd|cs:15206|com-cf:nl|ptrs:na|mc:29436|cat:80|qry_typ:P|lang:en|rtn:3-0-0-0-2-5-0|tyr:2|qrd:250811|mrd:250813|prdt:250813|msf:hs|pfen:1|gli:G0I1|v=4|crs=glb
Sahni Telecom,New Delhi,"08041017867,6745",https://www.indiamart.com/harman-electronics/?pos=19&kwd=alexa&tags=rk:C||dt:28|db:01||dtp:p||sv:VGP|rsf:gd|ri:VGP_C_50_NP-|-res:RC2|ktp:SA1|mtp:S|wc:1|lcf:3|cq:gurugram|qr_nm:gl-gd|cs:15206|com-cf:nl|ptrs:na|mc:29436|cat:80|qry_typ:P|lang:en|rtn:3-0-0-0-2-5-0|tyr:2|qrd:250811|mrd:250813|prdt:250813|msf:hs|pfen:1|gli:G0I1|v=4|crs=glb
Genome Corporation,Jaipur,08048950511,https://www.genomecorporation.com/?pos=20&kwd=alexa&tags=rk:B|plc:1|dt:210|db:05|prc:1|dtp:p||sv:L|rsf:gd|ri:L_B_250_P-|-res:RC2|ktp:SA1|mtp:S|wc:1|lcf:3|cq:gurugram|qr_nm:gl-gd|cs:15206|com-cf:nl|ptrs:na|mc:29436|cat:80|qry_typ:P|lang:en|rtn:3-0-0-0-2-5-0|tyr:2|qrd:250811|mrd:250813|prdt:250813|msf:hs|pfen:1|gli:G0I1|v=4|crs=glb
